sl_no.,%_of_deployment-_angle_(deg),mach,velocity_m_s,area_m2,altitude_m,pressure_pa,density_kg_m3,drag_force_n,cd,deployment_pct,deployment_angle_deg,synthetic
1.0,0%- 0 deg,0.1,34.3,0.013993,60.0,100605.0,1.2163,2.968546,0.296506349,0.0,0.0,False
,,0.10091415123926327,34.6135538750673,0.013993,60.0,100605.0,1.1783520199473905,2.994686300597558,0.3031817553251377,0.0,0.0,True
,,0.10282169414917362,35.26784109316655,0.013993,60.0,100605.0,1.14510867700121,2.839312076715446,0.284923214260329,0.0,0.0,True
,,0.12239021520623486,41.979843815738555,0.013993,135.24999999999997,99728.75,1.1976276348405028,4.397593683370898,0.29780419840201394,0.0,0.0,True
,,0.125,42.875,0.013993,135.24999999999997,99728.75,1.205725,,0.29565334875,0.0,0.0,True
,,0.12701793288876473,43.5671509808463,0.013993,135.24999999999997,99728.75,1.2541010299928919,4.901136275007006,0.29428294510586617,0.0,0.0,True
,,0.15,51.449999999999996,0.013993,210.49999999999997,98852.5,1.19515,,0.29480034850000003,0.0,0.0,True
,,0.1507945801130417,51.7225409787733,0.013993,210.49999999999997,98852.5,1.1562698078641087,6.397423486679165,0.2956006410747876,0.0,0.0,True
,,0.15102702748562508,51.8022704275694,0.013993,210.49999999999997,98852.5,1.2854127728787599,7.515164758121341,0.31139918186458554,0.0,0.0,True
,,0.1705204724095662,58.48852203648121,0.013993,285.74999999999994,97976.25,1.1743621856347866,7.899426734366966,0.28104210137727026,0.0,0.0,True
,,0.17189878817669169,58.96128434460525,0.013993,285.74999999999994,97976.25,1.195790733913841,8.858757308440385,0.30458107247713273,0.0,0.0,True
,,0.175,60.025,0.013993,285.74999999999994,97976.25,1.184575,,0.29394734825,0.0,0.0,True
,,0.19488173643455853,66.84443559705358,0.013993,361.0,97100.0,1.2049723966746688,11.29830261388277,0.2999333406058262,0.0,0.0,True
2.0,0%- 0 deg,0.2,68.6,0.013993,361.0,97100.0,1.174,11.32934,0.293094348,0.0,0.0,False
,,0.2007670424190037,68.86309554971827,0.013993,361.0,97100.0,1.162861935897659,11.302397182880435,0.2929466182708691,0.0,0.0,True
,,0.22007868409523063,75.48698864466411,0.013993,424.5,96325.0,1.1417699410670812,12.47134508458221,0.27397418977330984,0.0,0.0,True
,,0.22390200503632188,76.7983877274584,0.013993,424.5,96325.0,1.1275055684676418,13.40844755732624,0.288187247052075,0.0,0.0,True
,,0.225,77.175,0.013993,424.5,96325.0,1.164625,,0.29283845375,0.0,0.0,True
,,0.2389971606595676,81.97602610623169,0.013993,488.0,95550.0,1.2290443817851207,16.254156453529298,0.2812822376803824,0.0,0.0,True
,,0.2434235441637431,83.49427564816388,0.013993,488.0,95550.0,1.1519830955259922,15.572621092337787,0.2771541393505318,0.0,0.0,True
,,0.25,85.75,0.013993,488.0,95550.0,1.15525,,0.2925825595,0.0,0.0,True
,,0.2653345753121909,91.00975933208149,0.013993,551.5000000000001,94775.0,1.1332159817992153,19.393907481877477,0.295322039106122,0.0,0.0,True
,,0.2659515189777492,91.22137100936799,0.013993,551.5000000000001,94775.0,1.2090211986779555,22.370034406182594,0.3178035231873392,0.0,0.0,True
,,0.275,94.325,0.013993,551.5000000000001,94775.0,1.145875,,0.29232666525,0.0,0.0,True
,,0.29226636783405086,100.24736416707944,0.013993,615.0,94000.0,1.149072557983293,22.91848876181643,0.28366892358432166,0.0,0.0,True
3.0,0%- 0 deg,0.3,102.9,0.013993,615.0,94000.0,1.1365,24.5906,0.292070771,0.0,0.0,False
,,0.30059427627805096,103.10383676337148,0.013993,615.0,94000.0,1.1749332889515751,25.88097184149766,0.29616714542123773,0.0,0.0,True
,,0.325,111.47500000000001,0.013993,657.25,93525.0,1.13075,,0.29006345525,0.0,0.0,True
,,0.33257904136660205,114.0746111887445,0.013993,657.25,93525.0,1.1454983521610937,29.910080386860784,0.28679018135797196,0.0,0.0,True
,,0.34185480203295454,117.2561970973034,0.013993,657.25,93525.0,1.097273340757018,30.391545935687866,0.28792907106529264,0.0,0.0,True
,,0.34720293135490593,119.09060545473274,0.013993,699.5,93050.0,1.1328357337748862,31.840780680414287,0.2832571770556317,0.0,0.0,True
,,0.34859485887258157,119.56803659329547,0.013993,699.5,93050.0,1.0785972664675132,30.85554486355294,0.28599791722341195,0.0,0.0,True
,,0.35,120.05,0.013993,699.5,93050.0,1.125,,0.28805613950000003,0.0,0.0,True
,,0.375,128.625,0.013993,741.75,92575.0,1.11925,,0.28604882375,0.0,0.0,True
,,0.37895725959449106,129.98234004091043,0.013993,741.75,92575.0,1.1210348236832959,37.90617038103173,0.2860495479663359,0.0,0.0,True
,,0.3803048083786329,130.44454927387108,0.013993,741.75,92575.0,1.1532544653728454,39.45648368694933,0.28738263504067457,0.0,0.0,True
,,0.39182884546715263,134.39729399523335,0.013993,784.0,92100.0,1.154338993418406,41.243835239849126,0.28272472438648155,0.0,0.0,True
4.0,0%- 0 deg,0.4,137.2,0.013993,784.0,92100.0,1.1135,41.65442,0.284041508,0.0,0.0,False
,,0.41054140361568725,140.81570144018073,0.013993,784.0,92100.0,1.1118322249435042,43.57012706849277,0.2824662504645848,0.0,0.0,True
,,0.09690755883918654,33.239292681840986,0.014747,60.0,100605.0,1.2142217857456594,3.1531915738086016,0.31876828415985936,6.25,5.235,True
,,0.0970721235516553,33.29573837821777,0.014747,60.0,100605.0,1.1830740330605902,3.038758329761183,0.31421958787278403,6.25,5.235,True
,,0.1,34.300000000000004,0.014747,60.0,100605.0,1.2163,,0.3090411495,6.25,5.235,True
,,0.2,68.60000000000001,0.014747,361.0,97100.0,1.174,,0.3078972385,6.25,5.235,True
,,0.20006870775002392,68.6235667582582,0.014747,361.0,97100.0,1.1634598971291612,12.059985038392043,0.2985211403480836,6.25,5.235,True
